,smiles,logP,qed,SAS
97,O=NN(c1ccc([N+](=O)[O-])cc1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-0.47840000000000044,0.37520805481254604,3.953380225626171
98,CC(O)CN(CC(C)O)N=O,-0.2685999999999999,0.43091463448816864,4.045862183491487
99,CN(C)CCNC(=O)c1cccc2c(N)c3ccccc3nc12,2.2615999999999996,0.7253218934992408,2.0980884120270886
100,O=[N+]([O-])c1ccc(N(CCO)CCO)c(O)c1,0.09140000000000004,0.4818249968139603,2.493302367793733
101,CN(C)CCNC(=O)c1cccc2c1Nc1ccccc1O2,2.8273,0.7773104405441718,2.2652398407032415
102,COc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.4197999999999997,0.5747366517892077,2.2965665818405565
103,CN(C)CCNC(=O)c1cccn2c(=O)c3ccccc3nc12,1.1390999999999993,0.7339332967736694,2.099534802559633
104,CCCCOc1ccc2nc3cc(Cl)ccc3c(NCCCN(CC)CCCl)c2n1,5.978000000000006,0.20952208643355658,2.6869293100190497
105,C=C(Br)C(C)=O,1.4839999999999998,0.5157537128107642,2.9189080630790603
106,C[C@@H](Cl)CCl,1.8525,0.45492662897846275,3.233882502158771
107,Cc1cc2c3c(cccc3c1)-c1cc3ccccc3cc1-2,5.948820000000004,0.3247432736502296,1.9789441167100854
108,Cc1cc2c(C)c3ccccc3nc2c2ccccc12,5.158040000000003,0.3130929426158615,1.9365924532163703
109,Cc1cccc(C)c1N,1.88564,0.5209726320693896,1.6825645456870948
110,O=c1c2cccc3ccc4c5ccccc5cc1c4c32,4.535200000000002,0.3708285641589474,1.9816516493679703
111,CC(C)=C[C@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,2.964900000000002,0.4512449888230305,3.7129651921817404
112,O=[N+]([O-])c1ccc2[nH]cnc2c1,1.4710999999999999,0.5106665276804899,2.303944728828652
113,O=C1CCC(=O)N1Br,0.44530000000000003,0.3983841907318853,3.228380857787446
114,CN(N=O)C(=N)N[N+](=O)[O-],-0.6843299999999999,0.17643951719742762,4.043175212829359
115,O=[N+]([O-])c1cccc2c1-c1cccc3c([N+](=O)[O-])ccc-2c13,4.303600000000002,0.4067617049069634,2.2663365085515217
116,O=C1c2c3c(O)ccc4c3c(c3c(O)ccc(c23)C2OC12)C(O)C1OC41,2.527300000000001,0.4260944837737825,4.663870306003176
117,CC[C@@H](O)/C=C/C=C/C=C/C=C/C=O,2.181,0.3976580679431692,3.8707410530612005
118,c1ccc2c(CC3CO3)cccc2c1,2.7811000000000012,0.6536855239636413,2.2553405046415165
119,N#CC(C#N)=Cc1ccc([N+](=O)[O-])o1,1.61836,0.3989586069536834,2.9581178326557005
120,Cc1cnc2cc(CO)c3c(nc(N)n3C)c2n1,0.8994199999999999,0.6623737367328514,3.024468964453453
121,CCn1c(N)nc2c3nc(C)cnc3ccc21,1.8900199999999998,0.6888271777253476,2.640779081840556
122,FC(Cl)(Cl)C(F)(Cl)Cl,3.1882,0.5747806664420663,3.1010363707151365
123,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,3.493400000000002,0.8564589107930237,2.8110913047736297
124,COc1cc2c3c(cc(C)c2c2ccccc12)C(=O)CC3,4.438920000000003,0.6141629973560317,2.3269774665860155
125,CC(=O)C=O,-0.2257,0.3166057628389017,2.567664745924727
126,CN(C(=O)CCCl)c1snc2ccccc12,2.888000000000001,0.7894592371608976,2.743326936886792
127,c1ccc([C@H]2N[C@@H]2c2ccccc2)cc1,3.0722000000000014,0.7307057401652806,2.5078179330311414
128,N=NCO,-0.03283,0.40993535698735123,4.285907661852596
129,ClC(Cl)Br,2.1425,0.4806181195958596,3.287826892621827
130,O=S1(=O)OCCCO1,-0.33189999999999986,0.4595458876448222,3.7898453932519818
131,CC(=O)OCC[C@@H](C=O)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O,1.5200999999999993,0.3678041495012367,3.5324703593044884
132,O=C1NCCN1/N=C/c1ccc([N+](=O)[O-])o1,0.5468999999999997,0.459692001760722,3.013046936886794
133,COC(=O)C(=C\CO)/C=C(C)/C=C(C)/C=C/C=C(\C)C(=O)C12OC1C(O)(CCO)NC2=O,0.3807,0.12363018153024154,5.081605987991363
134,CC(C)c1c(N)ccc2c1Cc1ccccc1-2,3.9634000000000027,0.6207025532235401,2.271490620302096
135,C1CC2OC2CC1COCC1CCC2OC2C1,2.138,0.7036847453038864,4.191881062584279
136,O=[N+]([O-])c1ccc2c3c1ccc1cccc(c13)C(O)C2O,2.9816000000000016,0.4078073007524559,3.286353623707634
137,CCN(CC)CCNc1ccc(COC(=O)c2ccco2)c2sc3ccccc3c(=O)c12,5.118400000000005,0.2819412756629426,2.6584751203223576
138,O=NN1CCCC(Cl)C1,1.3710000000000002,0.4157562802180099,3.846409847375684
139,CC(=O)N(OC1OC(CO)C(O)C(O)C1O)c1ccc(Oc2ccc(Cl)cc2)cc1,1.2166999999999997,0.4943496785901655,3.735855096754098
140,O=C(O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1.2011999999999998,0.5923677440348533,1.9633331188039165
141,OCC(CO)(CCBr)CCBr,1.5274,0.7282738170395255,3.6508464901433832
142,COc1nsc2ccc(OCC3CO3)cc12,2.0825,0.7635921569968548,3.0042361616523054
143,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1,5.954000000000007,0.5335131251851576,2.7999753941810965
144,CC(=O)O[C@H]1C[C@H](C)O[C@@H](C)O1,1.0470000000000002,0.5571629512262386,3.8958068378619393
145,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,1.6264,0.5826021477539958,2.0863643490688375
146,CC(C)C(=O)/N=c1\sn(C(=O)C(C)C)c2ccc([N+](=O)[O-])cc12,2.9905000000000017,0.636179034107293,3.214714300086065
147,O=C(O)/C=C/c1ccc([N+](=O)[O-])cc1,1.6925999999999999,0.4496141808784356,1.839964391360155
148,COc1ccc([N+](=O)[O-])c2c(NCCCN(C)C)c3ccccc3nc12,3.668400000000002,0.30173670474688224,2.3499976664921114
149,O=[N+]([O-])c1ccc2c(ccc3cc4c(ccc5ccccc54)cc32)c1,6.207600000000003,0.1592637562369144,2.072883480644503
150,Cc1cc(=O)oc2ccc3c(c12)C1(C)OOC1(C)O3,2.3870200000000006,0.5373910089376743,4.043625542947678
151,CN(CC(O)CO)N=O,-1.0472,0.3799435170178712,3.7099732186131433
152,O=[N+]([O-])c1ccc(OC2CO2)cc1,1.3298999999999999,0.4005228453278583,2.545815897851261
153,Cc1ccc2c(ccc3ccccc32)c1,4.301420000000003,0.46568308489933063,1.482306195726995
154,c1ccc2c(c1)-c1cc3c(cc1C1NC21)-c1ccccc1C1NC31,4.418600000000003,0.6038237842728201,3.782519538176759
155,COc1nsc2cccc([N+](=O)[O-])c12,2.2131000000000007,0.5626673388952587,2.6238214140945058
156,Nc1ccc(Oc2cccc(Oc3ccc(N)cc3)c2)cc1,4.435600000000002,0.6975113031674695,1.7196184730914563
157,CCOC(=O)N(CC)N=O,1.1462,0.44284467502553254,2.9093598992198917
158,CCCCCCN(N=O)C(N)=O,1.6288,0.37622504170783216,2.640293003715529
159,Cc1ccccc1OCC1CO1,1.7726199999999999,0.6349436170601331,2.177078116490092
160,CC(C)N(N)C(C)C,0.9789,0.43019405172621317,3.2397787756590493
161,Nc1ccccc1SCSc1ccccc1N,3.6929000000000016,0.5010363680811002,2.3406241956553124
162,CC(=O)Oc1ccc2c(c1)OC1(C)OOC21C,1.8974999999999997,0.4231876394182302,3.889173261861562
163,Nc1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,2.7482000000000006,0.39376528488011175,2.1514819664559415
164,c1ccc2c(c1)-c1ccc3ccccc3c1C1NC21,4.205800000000003,0.5869679063753442,2.9262880897355483
165,c1ccc(C2NC2c2ccccc2)cc1,3.0722000000000014,0.7307057401652806,2.5078179330311414
166,Cc1ccc2ccccc2c1[N+](=O)[O-],3.056420000000002,0.5082749800477625,1.8161823608400685
167,NCCN,-1.0962,0.4034955207762654,2.3003845849295192
168,CC(C)(C)c1ccc(OC[C@H]2CO2)cc1,2.761700000000001,0.709232127531685,2.278237315426839
169,COc1ccc(CNC(=O)C(C)Br)cc1,2.0947999999999998,0.8522645393305304,2.1888012929127694
170,O=[N+]([O-])c1c2c(c3ccc4cccc5ccc1c3c45)CCC=C2,5.451600000000003,0.266245608034635,2.784106707531812
171,CCCCN(N=O)/C(C=O)=N/O,0.7565000000000002,0.1660005834744232,3.760139638330914
172,Cc1ccc(NN=NCc2ccccc2)cc1,3.9743200000000023,0.6199040809154045,2.1235145818405563
173,Cc1c2ccccc2c(CO)c2ccccc12,3.793720000000002,0.6209022308920537,1.8992370684967579
174,O=[N+]([O-])c1ccc2ccc3cc4c(c5ccc1c2c35)C(O)C(O)C=C4,3.913300000000002,0.31454395360001525,3.541567556362698
175,O=[N+]([O-])C(Cl)(Cl)Cl,1.5908,0.236106423574705,3.3988389711394635
176,COC[C@@H](O)Cn1cc([N+](=O)[O-])nc1Cl,0.452,0.5911744539523988,3.2460534974155824
177,CNC(=O)[C@@H](C)SCCSP(=O)(OC)OC,1.9881999999999997,0.5438589639351799,3.7453713264874704
178,C=C(C)C=O,0.7614,0.32859625570390477,3.107778032638013
179,O=[N+]([O-])c1ccc(I)c([N+](=O)[O-])c1,2.1076,0.47458960162946445,2.3237044558911784
180,O=[N+]([O-])c1ccc2c(c1)Oc1ccc([N+](=O)[O-])cc1O2,3.4010000000000016,0.5234054068606357,2.4219707404463815
181,Cc1cc2ccccc2c2ccc3c(c12)C=CC(=O)C3=O,4.080020000000003,0.4562203384585343,2.3782082358167855
182,C=CC(C)(C)c1cc2cc3c(cc2oc1=O)OC(C(C)(C)O)C3,3.3310000000000013,0.6971440568548795,3.6478284518336386
183,Nc1ccc(N=Nc2cccc(N=Nc3ccc(N)cc3N)c2)c(N)c1,4.846200000000002,0.393626063961113,2.91882907890224
184,CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1,0.6406000000000001,0.45856823532939023,3.6113937304202066
185,O=[N+]([O-])c1ccc(C2OCC3(CO)COC(c4ccc([N+](=O)[O-])cc4)N23)cc1,2.2939,0.6111962177634012,3.6344856597662263
186,CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)c(Cl)c2)cc1Cl,4.501000000000003,0.8520527476002205,1.9374606520947122
187,CC(=O)ON(OCc1ccc(Br)cc1)C(=O)c1ccccc1,3.5012000000000025,0.779643526782638,2.3723779477574762
188,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,5.640400000000003,0.3343284635921571,1.7659092845514053
189,ClC(Cl)(Cl)[C@@H]1CO1,1.7553999999999998,0.3895207258221881,4.138243399524885
190,ClCc1cnc(Cl)nc1Cl,2.5222000000000007,0.39271985817641186,2.7488488538550016
191,NP(=O)(OCCC(=O)O)N(CCCl)CCCl,1.3240999999999998,0.49179639404574726,3.7107889089050525
192,Cc1cccc(C(=O)O)c1[N+](=O)[O-],1.60142,0.5545811672294877,1.8771700667509066
193,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCO)ccc(NCCO)c21,0.6816,0.3537278122749707,2.619894874079046
194,CC(=O)Nc1ccc2c3c(cccc13)-c1cc(O)ccc1-2,4.151200000000002,0.5479415665131896,2.0772159281244775
195,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,-0.8039000000000001,0.6622919739385444,3.6118403697410404
196,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.7908,0.312775517419403,2.41185750876906
197,c1ccc(OCC2CO2)cc1,1.4641999999999997,0.6083512085150312,2.0369500418319735
198,COS(=O)(=O)F,-0.15289999999999992,0.44496415473167406,2.9048275897062776
199,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,3.5200000000000022,0.6608644011478557,2.162854806380448
200,O=C(Cl)c1cccc([N+](=O)[O-])c1,1.9738,0.40212650624829405,1.917856946023221
201,NC(=S)c1c(Cl)cccc1Cl,2.627600000000001,0.714441281624925,2.054442246111554
202,O=C1CN(/N=C/C=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,0.7385999999999999,0.37207316814244373,3.1590933557160996
203,O=[N+]([O-])c1ccc2c[nH]nc2c1,1.4710999999999999,0.5106665276804899,2.6795583034892854
204,O=C1CCc2c1ccc1c2ccc2ccccc21,4.121900000000003,0.532686615120052,1.978976819315573
205,CCOP(=O)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,3.7732000000000028,0.5778859029351767,2.9664723211960773
206,COC(=O)c1ccccc1O,1.1787999999999998,0.6143884490200855,1.4617049516818454
207,O=C(O)c1ccc(/C=C/c2ccc([N+](=O)[O-])o2)cc1,3.056400000000001,0.672219033306521,2.1658277533938914
208,O=C(/N=c1\sn(C(=O)c2ccccc2[N+](=O)[O-])c2ccc([N+](=O)[O-])cc12)c1ccccc1[N+](=O)[O-],3.857000000000003,0.2965483375490698,3.0066333332096296
209,Nc1nc2cc(O)ccc2[nH]1,0.8506999999999998,0.5194193651444975,2.340517954163234
210,C[C@H]1CN1,-0.021899999999999975,0.3875899677614259,2.683733809695031
211,CCN(CC)CCn1nc2c3c(c(CO)ccc31)Sc1cc(Cl)ccc1-2,4.655400000000005,0.5222579773122772,2.888219094453266
212,CC1OC1C,0.7936,0.3853608395723411,2.917850818893209
213,Nc1ccc(-c2ccccc2)cc1,2.9358000000000013,0.6524355721249985,1.266264041506803
214,COC1=CC=CC=CC1,2.0328,0.5167504946435298,3.2752055220184566
215,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,7.725599999999999,0.3412620690813264,3.5530864871760084
216,CCCCON(OC(C)=O)C(=O)c1ccc(Cl)cc1,2.9920000000000018,0.6163255394157399,2.538789180210909
217,CC1CCC(C(C)C)C(=O)C1,2.6477000000000013,0.5671614370220809,3.288588917102704
218,COP(=O)(OC)OC=C(Cl)Cl,2.6804000000000006,0.5401938935101219,3.7147959406928335
219,CC(C)CON=O,1.3404,0.3990486740455806,3.212038971139463
220,O=C(OC[C@H]1CO1)[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CO1,0.6768000000000001,0.526962243183329,3.640568768428122
221,Cc1cc(C)c(CN2C3c4ccccc4-c4ccccc4C32)c(C)c1,5.890460000000005,0.5308365374466396,3.09097297348079
222,COc1ccc(N=Nc2ccc(N(C)C)cc2)cc1,4.176600000000003,0.7685152917750375,2.0428027896783636
223,Nc1ccc(Oc2ccc(Cl)cc2Cl)cc1,4.3679000000000014,0.8074181641013488,1.6237792445791008
224,CC(O)c1ccc2ccc3cccc4ccc1c2c34,4.637300000000002,0.48509545192445697,2.5154457207375813
225,O=CNc1ccc(Oc2ccc(Cl)cc2)cc1,3.7006000000000023,0.836921579541008,1.7234361265815306
226,NC(=O)C1(C(N)=O)O[C@H]1C(=O)c1ccccc1,-1.0224999999999995,0.3936072665267309,3.120821492224798
227,CC1C(O)CCC2=CC(=O)C3(C4OC4CO)OC3C21C,0.1898999999999998,0.7056063037917386,5.150135777380282
228,CCC1=C(O)C(=O)c2c(O)c(O)c(O)c(O)c2C1=O,1.1100999999999996,0.37915206749021796,3.022339367386369
229,O=C1NC2(CCCCC2)C(=O)N1CCN1CC1,0.5567,0.576091241908235,2.6765667681445304
230,CC(C)(C)N(CC(=O)c1ccc(O)c(CO)c1)Cc1ccccc1,3.3679000000000023,0.7987385650011551,2.294527209584423
231,Cc1c2ccccc2c(CBr)c2ccc3ccccc3c12,6.349520000000004,0.2159521785653936,2.176854969738601
232,Cc1c2cccc(C)c2nc2c1ccc1ccccc12,5.158040000000003,0.3130929426158615,1.995452930669952
233,COc1ccc(CON(OC(C)=O)C(=O)c2ccccc2)cc1,2.747300000000001,0.793836320407029,2.28116438835845
234,c1ccc2c(c1)CCC1CCCCC21,3.9066000000000027,0.5760444164000271,2.5914034218973843
235,CCCCCCCCCCCCN(C)N=O,4.520500000000004,0.27932834868186057,2.2720223215021793
236,ONc1ccc2ccccc2c1,2.640900000000001,0.6267307753584164,1.786363978990254
237,CC(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])n1[N+](=O)[O-],0.5468999999999998,0.42527413242670115,3.407296993289572
238,COc1cc2c(c3oc(=O)c4c(c13)C(O)CC4=O)C1C=COC1O2,1.7673999999999996,0.7970358644058295,4.398592339493893
